911;UserTesting;SF Bay Area;Marketing;73;Acquired;United States
912;Airbnb;SF Bay Area;Hospitality;6411;Post-IPO;United States
913;Atlassian;Sydney;Tech;512;Post-IPO;Australia
914;SiriusXM;New York City;Media;488;Post-IPO;United States
915;UpGrad;Mumbai;Education;134;Unknown;India
916;Loft;Sao Paulo;Real Estate;355;Unknown;Brazil
917;Embark Trucks;SF Bay Area;Transportation;246;Post-IPO;United States
918;Lendi;Sydney;Real Estate;117;Unknown;Australia
919;UserTesting;SF Bay Area;Marketing;81;Acquired;United States
920;Airbnb;SF Bay Area;Hospitality;6419;Post-IPO;United States
921;Atlassian;Sydney;Tech;520;Post-IPO;Australia
922;SiriusXM;New York City;Media;496;Post-IPO;United States
923;UpGrad;Mumbai;Education;142;Unknown;India
924;Loft;Sao Paulo;Real Estate;363;Unknown;Brazil
925;Embark Trucks;SF Bay Area;Transportation;254;Post-IPO;United States
926;Lendi;Sydney;Real Estate;125;Unknown;Australia
927;UserTesting;SF Bay Area;Marketing;89;Acquired;United States
928;Airbnb;SF Bay Area;Hospitality;6427;Post-IPO;United States
929;Atlassian;Sydney;Tech;528;Post-IPO;Australia
930;SiriusXM;New York City;Media;504;Post-IPO;United States
931;UpGrad;Mumbai;Education;150;Unknown;India
932;Loft;Sao Paulo;Real Estate;371;Unknown;Brazil
933;Embark Trucks;SF Bay Area;Transportation;262;Post-IPO;United States
934;Lendi;Sydney;Real Estate;133;Unknown;Australia
935;UserTesting;SF Bay Area;Marketing;97;Acquired;United States
936;Airbnb;SF Bay Area;Hospitality;6435;Post-IPO;United States
937;Atlassian;Sydney;Tech;536;Post-IPO;Australia
938;SiriusXM;New York City;Media;512;Post-IPO;United States
939;UpGrad;Mumbai;Education;158;Unknown;India
940;Loft;Sao Paulo;Real Estate;379;Unknown;Brazil
941;Embark Trucks;SF Bay Area;Transportation;270;Post-IPO;United States
942;Lendi;Sydney;Real Estate;141;Unknown;Australia
943;UserTesting;SF Bay Area;Marketing;105;Acquired;United States
944;Airbnb;SF Bay Area;Hospitality;6443;Post-IPO;United States
945;Atlassian;Sydney;Tech;544;Post-IPO;Australia
946;SiriusXM;New York City;Media;520;Post-IPO;United States
947;UpGrad;Mumbai;Education;166;Unknown;India
948;Loft;Sao Paulo;Real Estate;387;Unknown;Brazil
949;Embark Trucks;SF Bay Area;Transportation;278;Post-IPO;United States
950;Lendi;Sydney;Real Estate;149;Unknown;Australia
951;UserTesting;SF Bay Area;Marketing;113;Acquired;United States
952;Airbnb;SF Bay Area;Hospitality;6451;Post-IPO;United States
953;Atlassian;Sydney;Tech;552;Post-IPO;Australia
954;SiriusXM;New York City;Media;528;Post-IPO;United States
955;UpGrad;Mumbai;Education;174;Unknown;India
956;Loft;Sao Paulo;Real Estate;395;Unknown;Brazil
957;Embark Trucks;SF Bay Area;Transportation;286;Post-IPO;United States
958;Lendi;Sydney;Real Estate;157;Unknown;Australia
959;UserTesting;SF Bay Area;Marketing;121;Acquired;United States
960;Airbnb;SF Bay Area;Hospitality;6459;Post-IPO;United States
961;Atlassian;Sydney;Tech;560;Post-IPO;Australia
962;SiriusXM;New York City;Media;536;Post-IPO;United States
963;UpGrad;Mumbai;Education;182;Unknown;India
964;Loft;Sao Paulo;Real Estate;403;Unknown;Brazil
965;Embark Trucks;SF Bay Area;Transportation;294;Post-IPO;United States
966;Lendi;Sydney;Real Estate;165;Unknown;Australia
967;UserTesting;SF Bay Area;Marketing;129;Acquired;United States
968;Airbnb;SF Bay Area;Hospitality;6467;Post-IPO;United States
969;Atlassian;Sydney;Tech;568;Post-IPO;Australia
970;SiriusXM;New York City;Media;544;Post-IPO;United States
971;UpGrad;Mumbai;Education;190;Unknown;India
972;Loft;Sao Paulo;Real Estate;411;Unknown;Brazil
973;Embark Trucks;SF Bay Area;Transportation;302;Post-IPO;United States
974;Lendi;Sydney;Real Estate;173;Unknown;Australia
975;UserTesting;SF Bay Area;Marketing;137;Acquired;United States
976;Airbnb;SF Bay Area;Hospitality;6475;Post-IPO;United States
977;Atlassian;Sydney;Tech;576;Post-IPO;Australia
978;SiriusXM;New York City;Media;552;Post-IPO;United States
979;UpGrad;Mumbai;Education;198;Unknown;India
980;Loft;Sao Paulo;Real Estate;419;Unknown;Brazil
981;Embark Trucks;SF Bay Area;Transportation;310;Post-IPO;United States
982;Lendi;Sydney;Real Estate;181;Unknown;Australia
983;UserTesting;SF Bay Area;Marketing;145;Acquired;United States
984;Airbnb;SF Bay Area;Hospitality;6483;Post-IPO;United States
985;Atlassian;Sydney;Tech;584;Post-IPO;Australia
986;SiriusXM;New York City;Media;560;Post-IPO;United States
987;UpGrad;Mumbai;Education;206;Unknown;India
988;Loft;Sao Paulo;Real Estate;427;Unknown;Brazil
989;Embark Trucks;SF Bay Area;Transportation;318;Post-IPO;United States
990;Lendi;Sydney;Real Estate;189;Unknown;Australia
991;UserTesting;SF Bay Area;Marketing;153;Acquired;United States
992;Airbnb;SF Bay Area;Hospitality;6491;Post-IPO;United States
993;Atlassian;Sydney;Tech;592;Post-IPO;Australia
994;SiriusXM;New York City;Media;568;Post-IPO;United States
995;UpGrad;Mumbai;Education;214;Unknown;India
996;Loft;Sao Paulo;Real Estate;435;Unknown;Brazil
997;Embark Trucks;SF Bay Area;Transportation;326;Post-IPO;United States
998;Lendi;Sydney;Real Estate;197;Unknown;Australia
999;UserTesting;SF Bay Area;Marketing;161;Acquired;United States
1000;Airbnb;SF Bay Area;Hospitality;6499;Post-IPO;United States
1001;Atlassian;Sydney;Tech;500;Post-IPO;Australia
1002;SiriusXM;New York City;Media;476;Post-IPO;United States
1003;UpGrad;Mumbai;Education;122;Unknown;India
1004;Loft;Sao Paulo;Real Estate;343;Unknown;Brazil
1005;Embark Trucks;SF Bay Area;Transportation;234;Post-IPO;United States
1006;Lendi;Sydney;Real Estate;105;Unknown;Australia
1007;UserTesting;SF Bay Area;Marketing;69;Acquired;United States
1008;Airbnb;SF Bay Area;Hospitality;6407;Post-IPO;United States
1009;Atlassian;Sydney;Tech;508;Post-IPO;Australia
1010;SiriusXM;New York City;Media;484;Post-IPO;United States
1011;UpGrad;Mumbai;Education;130;Unknown;India
1012;Loft;Sao Paulo;Real Estate;351;Unknown;Brazil
1013;Embark Trucks;SF Bay Area;Transportation;242;Post-IPO;United States
1014;Lendi;Sydney;Real Estate;113;Unknown;Australia
1015;UserTesting;SF Bay Area;Marketing;77;Acquired;United States
1016;Airbnb;SF Bay Area;Hospitality;6415;Post-IPO;United States
1017;Atlassian;Sydney;Tech;516;Post-IPO;Australia
1018;SiriusXM;New York City;Media;492;Post-IPO;United States
1019;UpGrad;Mumbai;Education;138;Unknown;India
1020;Loft;Sao Paulo;Real Estate;359;Unknown;Brazil
1021;Embark Trucks;SF Bay Area;Transportation;250;Post-IPO;United States
1022;Lendi;Sydney;Real Estate;121;Unknown;Australia
1023;UserTesting;SF Bay Area;Marketing;85;Acquired;United States
1024;Airbnb;SF Bay Area;Hospitality;6423;Post-IPO;United States
1025;Atlassian;Sydney;Tech;524;Post-IPO;Australia
1026;SiriusXM;New York City;Media;500;Post-IPO;United States
1027;UpGrad;Mumbai;Education;146;Unknown;India
1028;Loft;Sao Paulo;Real Estate;367;Unknown;Brazil
1029;Embark Trucks;SF Bay Area;Transportation;258;Post-IPO;United States
1030;Lendi;Sydney;Real Estate;129;Unknown;Australia
1031;UserTesting;SF Bay Area;Marketing;93;Acquired;United States
1032;Airbnb;SF Bay Area;Hospitality;6431;Post-IPO;United States
1033;Atlassian;Sydney;Tech;532;Post-IPO;Australia
1034;SiriusXM;New York City;Media;508;Post-IPO;United States
1035;UpGrad;Mumbai;Education;154;Unknown;India
1036;Loft;Sao Paulo;Real Estate;375;Unknown;Brazil
1037;Embark Trucks;SF Bay Area;Transportation;266;Post-IPO;United States
1038;Lendi;Sydney;Real Estate;137;Unknown;Australia
1039;UserTesting;SF Bay Area;Marketing;101;Acquired;United States
1040;Airbnb;SF Bay Area;Hospitality;6439;Post-IPO;United States
1041;Atlassian;Sydney;Tech;540;Post-IPO;Australia
1042;SiriusXM;New York City;Media;516;Post-IPO;United States
1043;UpGrad;Mumbai;Education;162;Unknown;India
1044;Loft;Sao Paulo;Real Estate;383;Unknown;Brazil
1045;Embark Trucks;SF Bay Area;Transportation;274;Post-IPO;United States
1046;Lendi;Sydney;Real Estate;145;Unknown;Australia
1047;UserTesting;SF Bay Area;Marketing;109;Acquired;United States
1048;Airbnb;SF Bay Area;Hospitality;6447;Post-IPO;United States
1049;Atlassian;Sydney;Tech;548;Post-IPO;Australia
1050;SiriusXM;New York City;Media;524;Post-IPO;United States
1051;UpGrad;Mumbai;Education;170;Unknown;India
1052;Loft;Sao Paulo;Real Estate;391;Unknown;Brazil
1053;Embark Trucks;SF Bay Area;Transportation;282;Post-IPO;United States
1054;Lendi;Sydney;Real Estate;153;Unknown;Australia
1055;UserTesting;SF Bay Area;Marketing;117;Acquired;United States
1056;Airbnb;SF Bay Area;Hospitality;6455;Post-IPO;United States
1057;Atlassian;Sydney;Tech;556;Post-IPO;Australia
1058;SiriusXM;New York City;Media;532;Post-IPO;United States
1059;UpGrad;Mumbai;Education;178;Unknown;India
1060;Loft;Sao Paulo;Real Estate;399;Unknown;Brazil
1061;Embark Trucks;SF Bay Area;Transportation;290;Post-IPO;United States
1062;Lendi;Sydney;Real Estate;161;Unknown;Australia
1063;UserTesting;SF Bay Area;Marketing;125;Acquired;United States
1064;Airbnb;SF Bay Area;Hospitality;6463;Post-IPO;United States
1065;Atlassian;Sydney;Tech;564;Post-IPO;Australia
1066;SiriusXM;New York City;Media;540;Post-IPO;United States
1067;UpGrad;Mumbai;Education;186;Unknown;India
1068;Loft;Sao Paulo;Real Estate;407;Unknown;Brazil
1069;Embark Trucks;SF Bay Area;Transportation;298;Post-IPO;United States
1070;Lendi;Sydney;Real Estate;169;Unknown;Australia
1071;UserTesting;SF Bay Area;Marketing;133;Acquired;United States
1072;Airbnb;SF Bay Area;Hospitality;6471;Post-IPO;United States
1073;Atlassian;Sydney;Tech;572;Post-IPO;Australia
1074;SiriusXM;New York City;Media;548;Post-IPO;United States
1075;UpGrad;Mumbai;Education;194;Unknown;India
1076;Loft;Sao Paulo;Real Estate;415;Unknown;Brazil
1077;Embark Trucks;SF Bay Area;Transportation;306;Post-IPO;United States
1078;Lendi;Sydney;Real Estate;177;Unknown;Australia
1079;UserTesting;SF Bay Area;Marketing;141;Acquired;United States
1080;Airbnb;SF Bay Area;Hospitality;6479;Post-IPO;United States
1081;Atlassian;Sydney;Tech;580;Post-IPO;Australia
1082;SiriusXM;New York City;Media;556;Post-IPO;United States
1083;UpGrad;Mumbai;Education;202;Unknown;India
1084;Loft;Sao Paulo;Real Estate;423;Unknown;Brazil
1085;Embark Trucks;SF Bay Area;Transportation;314;Post-IPO;United States
1086;Lendi;Sydney;Real Estate;185;Unknown;Australia
1087;UserTesting;SF Bay Area;Marketing;149;Acquired;United States
1088;Airbnb;SF Bay Area;Hospitality;6487;Post-IPO;United States
1089;Atlassian;Sydney;Tech;588;Post-IPO;Australia
1090;SiriusXM;New York City;Media;564;Post-IPO;United States
1091;UpGrad;Mumbai;Education;210;Unknown;India
1092;Loft;Sao Paulo;Real Estate;431;Unknown;Brazil
1093;Embark Trucks;SF Bay Area;Transportation;322;Post-IPO;United States
1094;Lendi;Sydney;Real Estate;193;Unknown;Australia
1095;UserTesting;SF Bay Area;Marketing;157;Acquired;United States
1096;Airbnb;SF Bay Area;Hospitality;6495;Post-IPO;United States
1097;Atlassian;Sydney;Tech;596;Post-IPO;Australia
1098;SiriusXM;New York City;Media;572;Post-IPO;United States
1099;UpGrad;Mumbai;Education;218;Unknown;India
1100;Loft;Sao Paulo;Real Estate;439;Unknown;Brazil
1101;Embark Trucks;SF Bay Area;Transportation;230;Post-IPO;United States
1102;Lendi;Sydney;Real Estate;101;Unknown;Australia
1103;UserTesting;SF Bay Area;Marketing;65;Acquired;United States
1104;Airbnb;SF Bay Area;Hospitality;6403;Post-IPO;United States
1105;Atlassian;Sydney;Tech;504;Post-IPO;Australia
1106;SiriusXM;New York City;Media;480;Post-IPO;United States
1107;UpGrad;Mumbai;Education;126;Unknown;India
1108;Loft;Sao Paulo;Real Estate;347;Unknown;Brazil
1109;Embark Trucks;SF Bay Area;Transportation;238;Post-IPO;United States
1110;Lendi;Sydney;Real Estate;109;Unknown;Australia
1111;UserTesting;SF Bay Area;Marketing;73;Acquired;United States
1112;Airbnb;SF Bay Area;Hospitality;6411;Post-IPO;United States
1113;Atlassian;Sydney;Tech;512;Post-IPO;Australia
1114;SiriusXM;New York City;Media;488;Post-IPO;United States
1115;UpGrad;Mumbai;Education;134;Unknown;India
1116;Loft;Sao Paulo;Real Estate;355;Unknown;Brazil
1117;Embark Trucks;SF Bay Area;Transportation;246;Post-IPO;United States
1118;Lendi;Sydney;Real Estate;117;Unknown;Australia
1119;UserTesting;SF Bay Area;Marketing;81;Acquired;United States
1120;Airbnb;SF Bay Area;Hospitality;6419;Post-IPO;United States
1121;Atlassian;Sydney;Tech;520;Post-IPO;Australia
1122;SiriusXM;New York City;Media;496;Post-IPO;United States
1123;UpGrad;Mumbai;Education;142;Unknown;India
1124;Loft;Sao Paulo;Real Estate;363;Unknown;Brazil
1125;Embark Trucks;SF Bay Area;Transportation;254;Post-IPO;United States
1126;Lendi;Sydney;Real Estate;125;Unknown;Australia
1127;UserTesting;SF Bay Area;Marketing;89;Acquired;United States
1128;Airbnb;SF Bay Area;Hospitality;6427;Post-IPO;United States
1129;Atlassian;Sydney;Tech;528;Post-IPO;Australia
1130;SiriusXM;New York City;Media;504;Post-IPO;United States
1131;UpGrad;Mumbai;Education;150;Unknown;India
1132;Loft;Sao Paulo;Real Estate;371;Unknown;Brazil
1133;Embark Trucks;SF Bay Area;Transportation;262;Post-IPO;United States
1134;Lendi;Sydney;Real Estate;133;Unknown;Australia
1135;UserTesting;SF Bay Area;Marketing;97;Acquired;United States
1136;Airbnb;SF Bay Area;Hospitality;6435;Post-IPO;United States
1137;Atlassian;Sydney;Tech;536;Post-IPO;Australia
1138;SiriusXM;New York City;Media;512;Post-IPO;United States
1139;UpGrad;Mumbai;Education;158;Unknown;India
1140;Loft;Sao Paulo;Real Estate;379;Unknown;Brazil
1141;Embark Trucks;SF Bay Area;Transportation;270;Post-IPO;United States
1142;Lendi;Sydney;Real Estate;141;Unknown;Australia
1143;UserTesting;SF Bay Area;Marketing;105;Acquired;United States
1144;Airbnb;SF Bay Area;Hospitality;6443;Post-IPO;United States
1145;Atlassian;Sydney;Tech;544;Post-IPO;Australia
1146;SiriusXM;New York City;Media;520;Post-IPO;United States
1147;UpGrad;Mumbai;Education;166;Unknown;India
1148;Loft;Sao Paulo;Real Estate;387;Unknown;Brazil
1149;Embark Trucks;SF Bay Area;Transportation;278;Post-IPO;United States
1150;Lendi;Sydney;Real Estate;149;Unknown;Australia
1151;UserTesting;SF Bay Area;Marketing;113;Acquired;United States
1152;Airbnb;SF Bay Area;Hospitality;6451;Post-IPO;United States
1153;Atlassian;Sydney;Tech;552;Post-IPO;Australia
1154;SiriusXM;New York City;Media;528;Post-IPO;United States
1155;UpGrad;Mumbai;Education;174;Unknown;India
1156;Loft;Sao Paulo;Real Estate;395;Unknown;Brazil
1157;Embark Trucks;SF Bay Area;Transportation;286;Post-IPO;United States
1158;Lendi;Sydney;Real Estate;157;Unknown;Australia
1159;UserTesting;SF Bay Area;Marketing;121;Acquired;United States
1160;Airbnb;SF Bay Area;Hospitality;6459;Post-IPO;United States
1161;Atlassian;Sydney;Tech;560;Post-IPO;Australia
1162;SiriusXM;New York City;Media;536;Post-IPO;United States
1163;UpGrad;Mumbai;Education;182;Unknown;India
1164;Loft;Sao Paulo;Real Estate;403;Unknown;Brazil
1165;Embark Trucks;SF Bay Area;Transportation;294;Post-IPO;United States
1166;Lendi;Sydney;Real Estate;165;Unknown;Australia
1167;UserTesting;SF Bay Area;Marketing;129;Acquired;United States
1168;Airbnb;SF Bay Area;Hospitality;6467;Post-IPO;United States
1169;Atlassian;Sydney;Tech;568;Post-IPO;Australia
1170;SiriusXM;New York City;Media;544;Post-IPO;United States
1171;UpGrad;Mumbai;Education;190;Unknown;India
1172;Loft;Sao Paulo;Real Estate;411;Unknown;Brazil
1173;Embark Trucks;SF Bay Area;Transportation;302;Post-IPO;United States
1174;Lendi;Sydney;Real Estate;173;Unknown;Australia
1175;UserTesting;SF Bay Area;Marketing;137;Acquired;United States
1176;Airbnb;SF Bay Area;Hospitality;6475;Post-IPO;United States
1177;Atlassian;Sydney;Tech;576;Post-IPO;Australia
1178;SiriusXM;New York City;Media;552;Post-IPO;United States
1179;UpGrad;Mumbai;Education;198;Unknown;India
1180;Loft;Sao Paulo;Real Estate;419;Unknown;Brazil
1181;Embark Trucks;SF Bay Area;Transportation;310;Post-IPO;United States
1182;Lendi;Sydney;Real Estate;181;Unknown;Australia
1183;UserTesting;SF Bay Area;Marketing;145;Acquired;United States
1184;Airbnb;SF Bay Area;Hospitality;6483;Post-IPO;United States
1185;Atlassian;Sydney;Tech;584;Post-IPO;Australia
1186;SiriusXM;New York City;Media;560;Post-IPO;United States
1187;UpGrad;Mumbai;Education;206;Unknown;India
1188;Loft;Sao Paulo;Real Estate;427;Unknown;Brazil
1189;Embark Trucks;SF Bay Area;Transportation;318;Post-IPO;United States
1190;Lendi;Sydney;Real Estate;189;Unknown;Australia
1191;UserTesting;SF Bay Area;Marketing;153;Acquired;United States
1192;Airbnb;SF Bay Area;Hospitality;6491;Post-IPO;United States
1193;Atlassian;Sydney;Tech;592;Post-IPO;Australia
1194;SiriusXM;New York City;Media;568;Post-IPO;United States
1195;UpGrad;Mumbai;Education;214;Unknown;India
1196;Loft;Sao Paulo;Real Estate;435;Unknown;Brazil
1197;Embark Trucks;SF Bay Area;Transportation;326;Post-IPO;United States
1198;Lendi;Sydney;Real Estate;197;Unknown;Australia
1199;UserTesting;SF Bay Area;Marketing;161;Acquired;United States
1200;Airbnb;SF Bay Area;Hospitality;6499;Post-IPO;United States
1201;Atlassian;Sydney;Tech;500;Post-IPO;Australia
1202;SiriusXM;New York City;Media;476;Post-IPO;United States
1203;UpGrad;Mumbai;Education;122;Unknown;India
1204;Loft;Sao Paulo;Real Estate;343;Unknown;Brazil
1205;Embark Trucks;SF Bay Area;Transportation;234;Post-IPO;United States
1206;Lendi;Sydney;Real Estate;105;Unknown;Australia
1207;UserTesting;SF Bay Area;Marketing;69;Acquired;United States
1208;Airbnb;SF Bay Area;Hospitality;6407;Post-IPO;United States
1209;Atlassian;Sydney;Tech;508;Post-IPO;Australia
1210;SiriusXM;New York City;Media;484;Post-IPO;United States
1211;UpGrad;Mumbai;Education;130;Unknown;India
1212;Loft;Sao Paulo;Real Estate;351;Unknown;Brazil
1213;Embark Trucks;SF Bay Area;Transportation;242;Post-IPO;United States
1214;Lendi;Sydney;Real Estate;113;Unknown;Australia
1215;UserTesting;SF Bay Area;Marketing;77;Acquired;United States
1216;Airbnb;SF Bay Area;Hospitality;6415;Post-IPO;United States
1217;Atlassian;Sydney;Tech;516;Post-IPO;Australia
1218;SiriusXM;New York City;Media;492;Post-IPO;United States
1219;UpGrad;Mumbai;Education;138;Unknown;India
1220;Loft;Sao Paulo;Real Estate;359;Unknown;Brazil
1221;Embark Trucks;SF Bay Area;Transportation;250;Post-IPO;United States
1222;Lendi;Sydney;Real Estate;121;Unknown;Australia
1223;UserTesting;SF Bay Area;Marketing;85;Acquired;United States
1224;Airbnb;SF Bay Area;Hospitality;6423;Post-IPO;United States
1225;Atlassian;Sydney;Tech;524;Post-IPO;Australia
1226;SiriusXM;New York City;Media;500;Post-IPO;United States
1227;UpGrad;Mumbai;Education;146;Unknown;India
1228;Loft;Sao Paulo;Real Estate;367;Unknown;Brazil
1229;Embark Trucks;SF Bay Area;Transportation;258;Post-IPO;United States
1230;Lendi;Sydney;Real Estate;129;Unknown;Australia
1231;UserTesting;SF Bay Area;Marketing;93;Acquired;United States
1232;Airbnb;SF Bay Area;Hospitality;6431;Post-IPO;United States
1233;Atlassian;Sydney;Tech;532;Post-IPO;Australia
1234;SiriusXM;New York City;Media;508;Post-IPO;United States
1235;UpGrad;Mumbai;Education;154;Unknown;India
1236;Loft;Sao Paulo;Real Estate;375;Unknown;Brazil
1237;Embark Trucks;SF Bay Area;Transportation;266;Post-IPO;United States
1238;Lendi;Sydney;Real Estate;137;Unknown;Australia
1239;UserTesting;SF Bay Area;Marketing;101;Acquired;United States
1240;Airbnb;SF Bay Area;Hospitality;6439;Post-IPO;United States
1241;Atlassian;Sydney;Tech;540;Post-IPO;Australia
1242;SiriusXM;New York City;Media;516;Post-IPO;United States
1243;UpGrad;Mumbai;Education;162;Unknown;India
1244;Loft;Sao Paulo;Real Estate;383;Unknown;Brazil
1245;Embark Trucks;SF Bay Area;Transportation;274;Post-IPO;United States
1246;Lendi;Sydney;Real Estate;145;Unknown;Australia
1247;UserTesting;SF Bay Area;Marketing;109;Acquired;United States
1248;Airbnb;SF Bay Area;Hospitality;6447;Post-IPO;United States
1249;Atlassian;Sydney;Tech;548;Post-IPO;Australia
1250;SiriusXM;New York City;Media;524;Post-IPO;United States
1251;UpGrad;Mumbai;Education;170;Unknown;India
1252;Loft;Sao Paulo;Real Estate;391;Unknown;Brazil
1253;Embark Trucks;SF Bay Area;Transportation;282;Post-IPO;United States
1254;Lendi;Sydney;Real Estate;153;Unknown;Australia
1255;UserTesting;SF Bay Area;Marketing;117;Acquired;United States
1256;Airbnb;SF Bay Area;Hospitality;6455;Post-IPO;United States
1257;Atlassian;Sydney;Tech;556;Post-IPO;Australia
1258;SiriusXM;New York City;Media;532;Post-IPO;United States
1259;UpGrad;Mumbai;Education;178;Unknown;India
1260;Loft;Sao Paulo;Real Estate;399;Unknown;Brazil
1261;Embark Trucks;SF Bay Area;Transportation;290;Post-IPO;United States
1262;Lendi;Sydney;Real Estate;161;Unknown;Australia
1263;UserTesting;SF Bay Area;Marketing;125;Acquired;United States
1264;Airbnb;SF Bay Area;Hospitality;6463;Post-IPO;United States
1265;Atlassian;Sydney;Tech;564;Post-IPO;Australia
1266;SiriusXM;New York City;Media;540;Post-IPO;United States
1267;UpGrad;Mumbai;Education;186;Unknown;India
1268;Loft;Sao Paulo;Real Estate;407;Unknown;Brazil
1269;Embark Trucks;SF Bay Area;Transportation;298;Post-IPO;United States
1270;Lendi;Sydney;Real Estate;169;Unknown;Australia
1271;UserTesting;SF Bay Area;Marketing;133;Acquired;United States
1272;Airbnb;SF Bay Area;Hospitality;6471;Post-IPO;United States
1273;Atlassian;Sydney;Tech;572;Post-IPO;Australia
1274;SiriusXM;New York City;Media;548;Post-IPO;United States
1275;UpGrad;Mumbai;Education;194;Unknown;India
1276;Loft;Sao Paulo;Real Estate;415;Unknown;Brazil
1277;Embark Trucks;SF Bay Area;Transportation;306;Post-IPO;United States
1278;Lendi;Sydney;Real Estate;177;Unknown;Australia
1279;UserTesting;SF Bay Area;Marketing;141;Acquired;United States
1280;Airbnb;SF Bay Area;Hospitality;6479;Post-IPO;United States
1281;Atlassian;Sydney;Tech;580;Post-IPO;Australia
1282;SiriusXM;New York City;Media;556;Post-IPO;United States
1283;UpGrad;Mumbai;Education;202;Unknown;India
1284;Loft;Sao Paulo;Real Estate;423;Unknown;Brazil
1285;Embark Trucks;SF Bay Area;Transportation;314;Post-IPO;United States
1286;Lendi;Sydney;Real Estate;185;Unknown;Australia
1287;UserTesting;SF Bay Area;Marketing;149;Acquired;United States
1288;Airbnb;SF Bay Area;Hospitality;6487;Post-IPO;United States
1289;Atlassian;Sydney;Tech;588;Post-IPO;Australia
1290;SiriusXM;New York City;Media;564;Post-IPO;United States
1291;UpGrad;Mumbai;Education;210;Unknown;India
1292;Loft;Sao Paulo;Real Estate;431;Unknown;Brazil
1293;Embark Trucks;SF Bay Area;Transportation;322;Post-IPO;United States
1294;Lendi;Sydney;Real Estate;193;Unknown;Australia
1295;UserTesting;SF Bay Area;Marketing;157;Acquired;United States
1296;Airbnb;SF Bay Area;Hospitality;6495;Post-IPO;United States
1297;Atlassian;Sydney;Tech;596;Post-IPO;Australia
1298;SiriusXM;New York City;Media;572;Post-IPO;United States
1299;UpGrad;Mumbai;Education;218;Unknown;India
1300;Loft;Sao Paulo;Real Estate;439;Unknown;Brazil
1301;Embark Trucks;SF Bay Area;Transportation;230;Post-IPO;United States
1302;Lendi;Sydney;Real Estate;101;Unknown;Australia
1303;UserTesting;SF Bay Area;Marketing;65;Acquired;United States
1304;Airbnb;SF Bay Area;Hospitality;6403;Post-IPO;United States
1305;Atlassian;Sydney;Tech;504;Post-IPO;Australia
1306;SiriusXM;New York City;Media;480;Post-IPO;United States
1307;UpGrad;Mumbai;Education;126;Unknown;India
1308;Loft;Sao Paulo;Real Estate;347;Unknown;Brazil
1309;Embark Trucks;SF Bay Area;Transportation;238;Post-IPO;United States
1310;Lendi;Sydney;Real Estate;109;Unknown;Australia
1311;UserTesting;SF Bay Area;Marketing;73;Acquired;United States
1312;Airbnb;SF Bay Area;Hospitality;6411;Post-IPO;United States
1313;Atlassian;Sydney;Tech;512;Post-IPO;Australia
1314;SiriusXM;New York City;Media;488;Post-IPO;United States
1315;UpGrad;Mumbai;Education;134;Unknown;India
1316;Loft;Sao Paulo;Real Estate;355;Unknown;Brazil
1317;Embark Trucks;SF Bay Area;Transportation;246;Post-IPO;United States
1318;Lendi;Sydney;Real Estate;117;Unknown;Australia
1319;UserTesting;SF Bay Area;Marketing;81;Acquired;United States
1320;Airbnb;SF Bay Area;Hospitality;6419;Post-IPO;United States
1321;Atlassian;Sydney;Tech;520;Post-IPO;Australia
1322;SiriusXM;New York City;Media;496;Post-IPO;United States
1323;UpGrad;Mumbai;Education;142;Unknown;India
1324;Loft;Sao Paulo;Real Estate;363;Unknown;Brazil
1325;Embark Trucks;SF Bay Area;Transportation;254;Post-IPO;United States
1326;Lendi;Sydney;Real Estate;125;Unknown;Australia
1327;UserTesting;SF Bay Area;Marketing;89;Acquired;United States
1328;Airbnb;SF Bay Area;Hospitality;6427;Post-IPO;United States
1329;Atlassian;Sydney;Tech;528;Post-IPO;Australia
1330;SiriusXM;New York City;Media;504;Post-IPO;United States
1331;UpGrad;Mumbai;Education;150;Unknown;India
1332;Loft;Sao Paulo;Real Estate;371;Unknown;Brazil
1333;Embark Trucks;SF Bay Area;Transportation;262;Post-IPO;United States
1334;Lendi;Sydney;Real Estate;133;Unknown;Australia
1335;UserTesting;SF Bay Area;Marketing;97;Acquired;United States
1336;Airbnb;SF Bay Area;Hospitality;6435;Post-IPO;United States
1337;Atlassian;Sydney;Tech;536;Post-IPO;Australia
1338;SiriusXM;New York City;Media;512;Post-IPO;United States
1339;UpGrad;Mumbai;Education;158;Unknown;India
1340;Loft;Sao Paulo;Real Estate;379;Unknown;Brazil
1341;Embark Trucks;SF Bay Area;Transportation;270;Post-IPO;United States
1342;Lendi;Sydney;Real Estate;141;Unknown;Australia
1343;UserTesting;SF Bay Area;Marketing;105;Acquired;United States
1344;Airbnb;SF Bay Area;Hospitality;6443;Post-IPO;United States
1345;Atlassian;Sydney;Tech;544;Post-IPO;Australia
1346;SiriusXM;New York City;Media;520;Post-IPO;United States
1347;UpGrad;Mumbai;Education;166;Unknown;India
1348;Loft;Sao Paulo;Real Estate;387;Unknown;Brazil
1349;Embark Trucks;SF Bay Area;Transportation;278;Post-IPO;United States
1350;Lendi;Sydney;Real Estate;149;Unknown;Australia
1351;UserTesting;SF Bay Area;Marketing;113;Acquired;United States
1352;Airbnb;SF Bay Area;Hospitality;6451;Post-IPO;United States
1353;Atlassian;Sydney;Tech;552;Post-IPO;Australia
